mmitzrach,mitzbsisi,mishkal,retention,ahuz,mida,kamut,is_visible
2801,4449,33,,5,,,1
2801,4497,2,,,,,1
2801,4949,375,,,,,1
2803,2730,250,432,,,,1
2803,3820,117,3456,,,,1
2803,4446,33,,5,,,1
2803,4497,2,,,,,1
2803,4949,375,,,,,1
2804,2730,250,432,,,,1
2804,3820,117,3456,,,,1
2804,4440,33,,5,,,1
2804,4497,2,,,,,1
2804,4949,375,,,,,1
2810,3798,3,,,,,1
2810,3819,70,3785,,,,1
2810,3927,60,,,,,1
2810,4448,5,,,,,1
2810,4449,30,,,,,1
2810,4497,5,,,,,1
2810,4573,90,,,,,1
2810,8818,500,,,700,1,1
2816,15,300,2152,,,,1
2816,2730,140,432,,,,1
2816,4500,50,,,,,1
2816,4949,300,,,,,1
2896,15,300,2151,,200,1.25,1
2896,8199,40,351,,200,0.5,1
2903,634,250,704,,,,1
2903,2902,135,358,,,,1
2903,3449,135,3309,,,,1
2903,3626,124,3456,,,,1
2903,3663,160,3751,,,,1
2903,3820,117,3456,,,,1
2903,3850,220,3776,,,,1
2903,4443,15,,,700,1,1
2903,4497,11,,,,,1
2903,4949,1400,,,,,1
2907,1915,1000,301,,,1,1
2907,4073,50,,,700,1,1
2907,4446,65.40000152587891,,,200,0.300000011920929,1
2907,4497,14,,,300,1,1
2907,4500,30,,,300,2,1
2907,4949,850,,,,,1
2908,9154,1100,,,700,1,1
2908,9282,1809.400024414063,,,700,1,1
2913,471,100,1,,,,1
2913,9154,450,,,700,1,1
2913,9282,1809.400024414063,,,700,1,1
2914,471,100,1,,,,1
2914,4285,40,,,104,10,1
2914,8606,150,1,,700,1,1
2914,9154,450,,,700,1,1
2914,9282,1809.400024414063,,,700,1,1
2915,471,100,1,,,,1
2915,3963,164,3771,,,,1
2915,8606,150,1,,700,1,1
2915,9154,450,,,700,1,1
2915,9282,1809.400024414063,,,700,1,1
2919,3839,150,3771,,700,150,1
2919,9154,450,,,700,1,1
2919,9282,1809.400024414063,,,700,1,1
2920,1910,1000,301,,,,1
2920,4072,20,,,,,1
2920,4237,65,,,,,1
2920,4497,8,,,,,1
2920,4949,600,,,,,1
2921,2925,400,3788,,700,1,1
2921,4449,20,,,,,1
2923,4125,960,3788,,700,960,1
2923,4446,202,,15,,1,1
2923,9584,420,305,,700,1,1
2928,1561,114,103,,,,1
2928,1910,120,302,,,,1
2928,4125,550,,,700,1,1
2928,4446,30,,,300,3,1
2928,4497,5,,,,,1
2930,2928,819,,,700,1,1
2930,4446,15,,,700,1,1
2931,2932,400,,,,,1
2931,4446,14,,4,,1,1
2934,532,500,1,,,,1
2934,1561,171,101,,103,3,1
2934,1910,210,301,,700,1,1
2934,2689,80,,,900,1,1
2934,4446,30,,,300,3,1
2934,4500,50,,,200,0.25,1
2934,4949,480,,,200,2,1
2936,929,250,856,,,,1
2936,1561,171,101,,103,3,1
2936,1910,210,301,,,,1
2936,4232,120,,,700,1,1
2936,4949,480,,,200,2,1
2940,1910,120,305,,,,1
2940,3998,240,,,,1,1
2940,4446,61,,8,,1,1
2940,4497,2,,,,,1
2940,4949,210,,,,,1
2940,8812,350,358,,700,1,1
2946,929,500,856,,700,1,1
2946,2737,900,358,,,,1
2946,3820,234,3456,,103,2,1
2946,3823,60,3006,,207,1,1
2946,4446,40,,,300,4,1
2946,4497,20,,,400,4,1
2946,4949,500,,,,,1
2952,731,500,752,,,,1
2952,2737,400,358,,700,1,1
2952,3820,234,3460,,103,2,1
2952,3823,60,3006,,700,1,1
2952,4446,40,,,300,4,1
2952,4497,20,,,400,4,1
2952,4949,500,,,,,1
2952,8812,500,358,,700,1,1
2956,1476,250,752,,700,1,1
2956,1847,102,2204,,200,0.75,1
2956,1910,170,305,,,,1
2956,4232,234,,,700,1,1
2956,4497,12.5,,,400,2.5,1
2956,4949,280,,,,,1
2956,8504,250,752,,700,1,1
2956,8812,500,358,,700,1,1
2960,285,200,2152,,,,1
2960,1911,350,301,,,,1
2960,4397,200,,,,,1
2964,2965,267,3379,,,,1
2964,4449,32,,,,,1
2970,4449,20,,,,,1
2970,4949,300,,,,,1
2970,9045,120,305,,700,1,1
2972,15,250,2151,,,,1
2972,1561,114,105,,,,1
2972,1910,120,302,,,,1
2972,1912,5,,,,,1
2972,4449,20,,,,,1
2972,4500,30,,,,,1
2975,1549,4,,,,,1
2975,1561,114,105,,,,1
2975,2537,105,,,200,0.75,1
2975,4449,40,,,,,1
2975,4497,1,,,,,1
2975,4949,200,,,,,1
2978,2977,450,302,,700,1,1
2978,4449,9,,,,,1
2980,1561,57,105,,,,1
2980,1910,250,302,,,,1
2980,1986,100,,,,,1
2980,2737,50,358,,,,1
2980,3220,600,255,,,,1
2980,3305,600,255,,,,1
2980,3464,1000,3379,,,,1
2980,4388,50,,,,,1
2980,4449,10,,,,,1
2980,4497,16,,,,,1
2980,4501,200,,,,,1
2983,446,100,1,,700,1,1
2983,470,100,1,,,,1
2983,1561,57,101,,,,1
2983,1578,38,101,,,,1
2983,1910,250,301,,200,2,1
2983,4073,15,,,,,1
2983,4388,50,,,700,50,1
2983,4497,2.5,,,,,1
2983,4500,7.5,,,,,1
2983,4949,115,,,,,1
2985,443,230,1,,700,1,1
2985,1578,76,101,,,,1
2985,1881,16,,,,,1
2985,1910,12,,,,,1
2985,3032,500,301,,,,1
2985,4449,3,,,,,1
2988,520,18,1,,700,18,0
2988,1576,0.1000000014901161,,,700,0.1000000014901161,0
2988,1910,35,301,,700,35,0
2988,3451,2,,,700,2,0
2988,4398,17.5,,,700,17.5,0
2988,4497,1,,,700,1,0
2988,4500,4,,,700,4,0
2988,4949,18.5,,,700,18.5,0
2994,447,200,1,,,,1
2994,1578,38,101,,,,1
2994,1881,30,,,,,1
2994,1910,250,301,,,,1
2994,4397,200,,,,,1
2994,4449,3,,,,,1
2994,4497,4,,,,,1
2994,4500,5,,,,,1
2994,4949,100,,,,,1
2997,3032,500,301,,,,1
2997,3716,100,,,,,1
2997,4281,60,,,,,1
2997,4497,1,,,,,1
2997,8606,50,1,,700,1,1
2999,510,200,,,,,1
2999,1561,57,101,,,,1
2999,3032,500,301,,,,1
2999,3794,300,3784,,,,1
2999,4237,26,,,,,1
2999,4497,6,,,,,1
3003,1476,225,750,,700,1,1
3003,1910,500,301,,,,1
3003,3414,20,,,,,1
3003,3820,120,3456,,,,1
3003,3823,10,3006,,,,1
3003,4449,191,,,,,1
3003,4497,10,,,,,1
3003,4949,800,,,,,1
3003,8504,225,750,,700,1,1
3004,1476,250,750,,700,1,1
3004,1561,57,101,,,,1
3004,3032,500,301,,,,1
3004,3820,117,3460,,,,1
3004,3823,10,3006,,,,1
3004,4449,20,,,,,1
3004,4497,5,,,,,1
3005,1028,250,1851,,700,1,1
3005,1561,57,101,,,,1
3005,3032,500,1,,,,1
3005,3820,117,3451,,,,1
3005,3823,20,3001,,,,1
3005,4449,20,,,,,1
3005,4497,5,,,,,1
3008,1561,57,101,,,,1
3008,1910,250,301,,,,1
3008,3459,100,3379,,,,1
3008,4009,30,,,,,1
3008,4397,200,,,,,1
3008,4449,20,,,,,1
3008,4949,100,,,,,1
3014,1561,57,101,,,,1
3014,3032,500,301,,,,1
3014,3590,400,3004,,,,1
3014,4497,6,,,,,1
3014,8606,100,1,,700,1,1
3018,269,250,2152,,,,1
3018,1561,114,101,,,,1
3018,1910,315,301,,,,1
3018,3820,500,3451,,,,1
3018,4397,150,,,,,1
3018,4449,20,,,,,1
3018,4497,6,,,,,1
3018,4949,30,,,,,1
3019,269,250,2152,,,,1
3019,471,115,1,,,,1
3019,1561,114,101,,,,1
3019,1910,315,301,,,,1
3019,3820,500,3460,,,,1
3019,4397,150,,,,,1
3019,4449,20,,,,,1
3019,4497,7,,,,,1
3019,4949,30,,,,,1
3021,436,80,1,,700,1,1
3021,3594,430,3018,,,,1
3021,4497,2.5,,,400,0.5,1
3021,9362,540,,,700,1,1
3021,9363,420,,,700,1,1
3024,3026,150,306,,100,1,1
3024,4449,3,,,,,1
3025,3026,150,306,,100,1,1
3025,4446,3,,,700,1,1
3027,1895,26,,,,,1
3027,1910,1000,305,,,,1
3027,1912,3,,,,,1
3027,4073,20,,,,,1
3027,4388,100,,,,,1
3027,4397,50,,,,,1
3027,4497,2,,,,,1
3027,4949,600,,,,,1
3028,1910,1000,301,,,,1
3028,1912,14,,,,,1
3028,4397,200,,,,,1
3028,4449,30,,,,,1
3028,4497,10,,,,,1
3028,4500,45,,,,,1
3028,4949,600,,,,,1
3032,1910,500,,,,,1
3032,3143,2.799999952316284,,,400,0.699999988079071,1
3032,4397,200,,,,,1
3032,4408,200,,,,,1
3032,4497,7.5,,,400,1.5,1
3032,4949,240,,,,,1
3037,471,200,1,,,,1
3037,494,500,1,,,,1
3037,1561,114,101,,,,1
3037,3716,200,,,,,1
3037,3798,6,3451,,,,1
3037,3823,20,3006,,,,1
3037,4446,10,,,300,1,1
3037,4497,6,,,400,1,1
3037,4949,100,,,,,1
3037,8552,400,,,700,1,1
3039,1476,200,750,,700,1,1
3039,1551,5,,,,,1
3039,3626,46,3451,,,,1
3039,3676,550,3751,,,,1
3039,3798,6,3451,,,,1
3039,3820,117,3451,,,,1
3039,3823,10,3001,,,,1
3039,4446,5,,,300,0.5,1
3039,4497,8,,,,,1
3039,8504,200,750,,700,1,1
3039,8552,200,,,700,1,1
3040,1561,342,105,,103,6,1
3040,1578,38,105,,100,2,1
3040,1910,500,302,,,,1
3040,3594,1000,3018,,,,1
3040,4234,234,3468,,700,1,1
3040,4443,20,,,300,2,1
3040,4497,10,,,400,2,1
3040,8785,3,,,,1,1
3044,1561,285,105,,103,5,1
3044,1578,38,105,,100,2,1
3044,1910,500,302,,,,1
3044,3660,248,3711,,103,2,1
3044,4388,20,,,700,1,1
3044,4443,20,,,300,2,1
3044,4497,10,,,400,2,1
3044,8785,3,,,,1,1
3044,8788,5,,,,1,1
3045,1561,57,105,,,,1
3045,1578,19,105,,100,1,1
3045,1910,240,302,,,,1
3045,1919,30,,,,,1
3045,3820,60,3456,,,,1
3045,4446,20,,,300,2,1
3045,4497,3,,,,,1
3045,4949,100,,,,,1
3045,8504,250,749,,700,1,1
3049,1056,310,,,700,1,1
3049,1561,57,105,,103,1,1
3049,1578,19,105,,100,1,1
3049,1910,240,302,,,,1
3049,4497,3,,,,,1
3049,4949,100,,,,,1
3052,929,250,856,,,,1
3052,1561,57,105,,,,1
3052,1578,19,105,,100,1,1
3052,1910,240,302,,,,1
3052,1919,30,,,,,1
3052,3820,60,3456,,700,1,1
3052,4446,20,,,300,2,1
3052,4497,3,,,,,1
3052,4949,100,,,,,1
3053,1028,250,1851,,700,1,1
3053,1561,57,105,,,,1
3053,1578,19,105,,100,1,1
3053,1910,240,302,,,,1
3053,1919,30,,,,,1
3053,3820,60,3456,,,,1
3053,4446,20,,,300,2,1
3053,4497,3,,,,,1
3053,4949,100,,,,,1
3054,704,250,,,,,1
3054,1561,57,105,,103,1,1
3054,1578,19,105,,100,1,1
3054,1910,240,302,,,,1
3054,3820,60,3455,,,,1
3054,4446,20,,,300,2,1
3054,4497,3,,,,,1
3054,4949,100,,,,,1
3055,1561,285,105,,103,5,1
3055,1578,38,105,,100,2,1
3055,1910,500,302,,,,1
3055,4443,20,,,300,2,1
3055,4497,5,,,400,1,1
3056,1561,114,105,,103,2,1
3056,1578,17,105,,,,1
3056,1910,240,302,,,,1
3056,4500,45,,,,,1
3056,4949,100,,,,,1
3056,8506,250,5,,700,1,1
3061,4395,25,,,700,1,1
3061,4446,25,,,700,1,1
3061,9286,800,,,700,1,1
3061,9289,569,,,700,1,1
3062,1561,57,101,,103,1,1
3062,1653,255,,,200,1.5,1
3062,4232,160,,,700,1,1
3062,4446,160,,14,,1,1
3062,4497,3,,,400,1,1
3062,9286,800,,,700,1,1
3064,3459,340,3379,,,,1
3064,3798,6,3456,,1205,2,1
3064,4232,160,,,700,1,1
3064,4397,25,,,,,1
3064,4446,25,,,300,2.5,1
3064,4497,5,,,400,1,1
3064,9214,200,,,700,1,1
3064,9286,800,,,700,1,1
3066,1847,16,2204,,300,2,1
3066,3590,250,3018,,,,1
3066,4232,160,,,700,1,1
3066,4397,25,,,700,1,1
3066,4446,25,,,300,2.5,1
3066,4497,5,,,,,1
3066,9286,800,,,700,1,1
3070,1910,15,302,,,,1
3070,3663,500,3751,,,,1
3070,3716,30,,,,,1
3070,3820,25,3456,,,,1
3070,3983,10,,,,,1
3070,4443,30,,,,,1
3070,4497,8,,,,,1
3070,4500,5,,,,,1
3070,9269,850,,,700,1,1
3071,1910,15,302,,,,1
3071,2646,850,,,700,1,1
3071,3663,500,3751,,,,1
3071,3716,30,,,,,1
3071,3820,25,3456,,,,1
3071,3983,10,,,,,1
3071,4449,30,,,,,1
3071,4497,8,,,,,1
3071,4500,5,,,,,1
3072,62,300,1,,600,2,1
3072,450,150,1,,,,1
3072,494,250,1,,600,1,1
3072,1561,171,101,,,,1
3072,1986,50,,,,,1
3072,4446,10,,,300,1,1
3072,4497,4,,,,,1
3072,9269,700,,,700,1,1
3074,1561,171,,,,,1
3074,1986,50,,,,,1
3074,2646,700,,,700,1,1
3074,3823,20,,,,,1
3074,4237,39,,,,,1
3074,4397,30,,,,,1
3074,4497,5,,,,,1
3075,1561,171,101,,,,1
3075,2646,600,,,700,1,1
3075,4449,30,,,,,1
3075,4497,4,,,,,1
3075,4500,60,,,,,1
3077,1476,250,749,,700,1,1
3077,1551,12,,,300,1,1
3077,1561,171,101,,,,1
3077,1910,20,301,,,,1
3077,4446,40,,,,,1
3077,4497,2,,,700,2,1
3077,8504,250,749,,700,1,1
3077,8552,600,,,700,1,1
3077,9150,60,,,300,4,1
3079,1297,120,,,,1,1
3079,1708,15,,,700,1,1
3079,2721,942.5,,,,1,1
3079,3414,100,,,,,1
3079,3636,62,,,,,1
3079,3846,60,,,,,1
3079,3994,60,,,,,1
3079,4497,4,,,,,1
3079,4500,90,,,,,1
3080,1708,15,,,700,1,1
3080,2721,657,,,,1,1
3080,3223,174,,,,,1
3080,3414,100,,,,,1
3080,3565,8,3454,,,,1
3080,3636,62,,,,,1
3080,3793,82,,,,,1
3080,3846,60,,,,,1
3080,4497,4,,,,,1
3080,4500,90,,,,,1
3081,1669,230,,,,,1
3081,2721,370,,,,,1
3081,4237,78,,,,,1
3081,4449,20,,,,,1
3081,4497,2.5,,,400,0.5,1
3082,1669,230,,,,,1
3082,2721,370,,,,,1
3082,4234,78,,,,1,1
3082,4443,20,,,,1,1
3082,4497,2.5,,,400,0.5,1
3083,878,528,,,,,1
3083,1653,210,,,,,1
3083,1847,68,2204,,,,1
3083,2721,1016,,,,,1
3083,3636,114,,,,,1
3083,4221,400,3788,,700,1,1
3083,4232,92,3788,,700,1,1
3083,4497,2,,,,,1
3083,4949,200,,,,,1
3085,878,528,,,,,1
3085,1530,200,,,,,1
3085,1847,68,2204,,,,1
3085,2721,1016,,,,,1
3085,3636,114,,,,,1
3085,3953,500,,,,,1
3085,4232,92,3788,,700,1,1
3086,1530,200,,,,,1
3086,2721,1270,,,,,1
3086,3626,500,3460,,,,1
3086,3776,500,3774,,,,1
3086,4446,60,,,700,1,1
3086,4497,12,,,400,2,1
3088,1669,230,,,,,1
3088,4232,78,3788,,700,1,1
3088,4446,20,,,700,1,1
3088,4497,2.5,,,400,0.5,1
3088,9550,370,,,700,1,1
3090,1669,230,,,,,1
3090,4234,78,,,,,1
3090,4443,20,,,,,1
3090,4497,2.5,,,400,0.5,1
3090,9550,370,,,700,1,1
3091,1669,230,,,,,1
3091,2721,370,,,,,1
3091,4232,78,,,,,1
3091,4446,20,,,,,1
3091,4497,2.5,,,400,0.5,1
3092,1669,230,,,,,1
3092,2727,370,,,,1,1
3092,4232,78,,,,,1
3092,4446,20,,,,,1
3092,4497,2.5,,,400,0.5,1
3093,3143,50,,,,,1
3093,3663,230,,,,,1
3093,3792,164,,,,,1
3093,3819,50,,,,,1
3093,3820,117,,,,,1
3093,3823,50,,,,,1
3093,3826,25,,,,,1
3093,4443,20,,,,,1
3093,4497,5,,,,,1
3093,9550,150,,,700,1,1
3094,3143,50,,,,,1
3094,3663,230,,,,,1
3094,3792,150,,,,,1
3094,3819,50,,,,,1
3094,3820,117,,,,,1
3094,3823,50,,,,,1
3094,3826,25,,,,,1
3094,4443,20,,,,,1
3094,4497,5,,,,,1
3094,10127,150,,,,,1
3095,1549,10,,,,,1
3095,2665,100,,,700,1,1
3095,3663,230,3751,,,,1
3095,3820,117,3456,,,,1
3095,4446,20,,,300,2,1
3095,4497,5,,,400,1,1
3095,4949,1000,,,,,1
3096,1549,30,,,300,2.5,1
3096,2665,250,,,700,1,1
3096,3449,300,3309,,700,1,1
3096,3564,75,,,700,1,1
3096,3626,150,3456,,700,1,1
3096,3798,6,3456,,700,1,1
3096,3820,234,3456,,103,2,1
3096,4449,60,,,300,6,1
3096,4497,15,,,400,3,1
3096,4949,3000,,,700,1,1
3096,9532,75,3456,,700,1,1
3117,3115,500,270,,,,1
3117,4446,15,,,700,1,1
3117,4497,13,,,,,1
3144,3143,100,,,,,1
3144,4500,100,,,,,1
3144,4949,1500,,,,,1
3215,1561,114,101,,103,2,1
3215,1910,250,306,,200,2,1
3215,1912,6,,,,,1
3215,3202,366,152,,103,3,1
3215,4449,78,,8,,,1
3215,4918,360,5003,,700,1,1
3267,3143,200,,,,,1
3267,3263,200,,,,,1
3267,3835,24,,,,,1
3267,4497,2,,,,,1
3290,3289,240,,,,,1
3290,4502,20,,,,,1
3312,4500,45,,,,,1
3312,4949,200,,,,,1
3312,8209,276,155,,700,1,1
3352,1854,100,,,,,1
3352,3143,44,,,,,1
3352,3201,500,,,,,1
3352,3298,350,,,,,1
3352,3778,120,,,,,1
3352,4468,96,,,,,1
3352,4497,5,,,,,1
3352,4500,5,,,,,1
3353,269,125,,,,,1
3353,1854,100,,,,,1
3353,3143,44,,,,,1
3353,3201,500,,,,,1
3353,3298,350,,,,,1
3353,3778,120,,,,,1
3353,4497,2,,,,,1
3353,4500,5,,,,,1
3355,3143,22,,,,,1
3355,3223,472,,,,,1
3355,3820,117,,,,,1
3355,4497,5,,,,,1
3358,1564,114,,,,,1
3358,3143,22,,,,,1
3358,3223,472,,,,,1
3358,3820,117,,,,,1
3358,4497,6,,,,,1
3359,1564,171,,,700,1,1
3359,3143,10,,,700,1,1
3359,3223,200,,,700,1,1
3359,3819,30,,,700,1,1
3359,4468,32,,,700,1,1
3359,4497,3,,,700,1,1
3416,3120,300,,,,,1
3416,3199,50,,,,,1
3416,3201,200,,,,,1
3416,3225,200,,,,,1
3416,3283,200,,,,,1
3416,4500,25,,,,,1
3418,3120,300,,,,,1
3418,3220,150,,,,,1
3418,3225,100,,,,,1
3418,3298,150,,,,,1
3419,3120,300,,,,,1
3419,3201,200,,,,,1
3419,3255,150,,,,,1
3419,3283,200,,,,,1
3419,3339,150,,,,,1
3421,3201,258,155,,,,1
3421,3276,236,155,,,,1
3421,3301,288,155,,,,1
3421,4949,600,,,,,1
3422,3143,30,270,,,,1
3422,3165,100,255,,,,1
3422,3193,100,255,,,,1
3422,3199,50,255,,,,1
3422,3202,200,155,,,,1
3422,4500,30,,,,,1
3422,4949,500,,,,,1
3424,3202,200,152,,,,1
3424,3250,100,,,,1,1
3424,3283,200,152,,,,1
3424,3301,180,152,,,,1
3424,4949,500,,,,,1
3454,1708,30,,,,,1
3454,3449,500,3302,,,,1
3454,4449,30,,,,,1
3454,4497,3,,,,,1
3455,3456,500,,,,,1
3455,4449,30,,,,,1
3460,3459,500,,,,,1
3460,4232,117,3460,,,,1
3463,3449,500,3309,,,,1
3463,3812,146,3776,,,,1
3463,4237,39,,,,,1
3463,4449,30,,,,,1
3463,4497,3,,,,,1
3465,3449,500,3302,,,,1
3465,4397,28,,,,,1
3465,4497,2,,,,,1
3467,3449,500,3302,,,,1
3467,4443,30,,,,,1
3467,4497,3,,,,,1
3468,3449,500,3302,,,,1
3468,4446,30,,,,,1
3468,4497,2,,,,,1
3471,3448,500,3309,,,,1
3471,4497,3,,,,,1
3488,3449,900,3315,,,,1
3488,4449,32,,8,,1,1
3488,4497,5,,,,,1
3490,3449,900,3315,,,,1
3490,4440,32,,8,,1,1
3490,4497,5,,,,,1
3492,3449,900,3315,,,,1
3492,4446,32,,8,,1,1
3492,4497,5,,,,,1
3496,3449,900,3315,,,,1
3496,4443,32,,8,,1,1
3496,4497,5,,,,,1
3498,3449,900,3315,,,,1
3498,4451,32,,8,,1,1
3498,4497,5,,,,,1
3501,1551,10,,,,,1
3501,3459,1000,,,,,1
3501,3716,20,,,,,1
3501,4449,50,,,,,1
3501,4949,500,,,,,1
3504,3459,700,,,,,1
3504,3820,120,3456,,,,1
3504,4449,40,,,,,1
3505,15,60,,,,,1
3505,3459,700,,,,,1
3505,4388,40,,,700,1,1
3506,3459,700,,,,,1
3506,4397,40,,,,,1
3507,3459,700,,,,,1
3507,4443,40,,,,,1
3508,3459,700,,,,,1
3508,4388,40,,,,,1
3520,3459,375,,,,,1
3520,4262,60,,,103,2,1
3520,4468,48,,,,,1
3520,4497,2,,,,,1
3521,1564,57,,,,,1
3521,3414,15,,,,,1
3521,3464,510,,,,,1
3521,3820,117,,,,,1
3521,3823,10,,,,,1
3521,4262,30,,,103,1,1
3521,4273,7,,,,,1
3521,4468,48,,,,,1
3521,4497,6,,,,,1
3521,4500,2,,,,,1
3522,3414,5,,,,,1
3522,3464,375,,,,,1
3522,3636,150,,,,,1
3522,4024,50,,,,,1
3522,4262,30,,,103,1,1
3522,4273,5,,,,,1
3522,4468,48,,,,,1
3523,807,200,,,,,1
3523,1564,57,,,,,1
3523,3414,15,,,,,1
3523,3464,375,,,,,1
3523,3636,150,,,,,1
3523,4024,50,,,,,1
3523,4273,5,,,,,1
3523,4468,48,,,,,1
3524,1130,90,,,,,1
3524,1564,57,,,,,1
3524,3414,15,,,,,1
3524,3464,375,,,,,1
3524,3636,150,,,,,1
3524,4024,50,,,,,1
3524,4264,60,,,,,1
3524,4273,5,,,,,1
3524,4468,48,,,,,1
3525,1564,57,,,,,1
3525,3414,15,,,,,1
3525,3464,375,,,,,1
3525,3636,150,,,,,1
3525,4024,50,,,,,1
3525,4273,5,,,,,1
3525,4468,48,,,,,1
3527,1564,57,,,,,1
3527,3414,5,,,,,1
3527,3464,375,,,,,1
3527,3820,60,,,,,1
3527,3823,10,,,,,1
3527,4024,150,,,,,1
3527,4262,30,,,103,1,1
3527,4273,5,,,,,1
3527,4468,48,,,,,1
3527,4497,4,,,,,1
3528,1564,57,,,,,1
3528,3414,15,,,,,1
3528,3464,375,,,,,1
3528,4024,50,,,,,1
3528,4262,30,,,103,1,1
3528,4273,5,,,,,1
3528,4473,48,,,,,1
3528,4497,3,,,,,1
3537,1561,57,103,,103,1,1
3537,1910,30,305,,302,1,1
3537,3449,675,3315,,,,1
3537,4497,5,,,400,1,1
3538,1561,57,103,,,,1
3538,1910,30,305,,,,1
3538,3449,675,3315,,,,1
3538,4449,80,,14,,1,1
3538,4497,5,,,400,1,1
3540,1561,57,103,,,,1
3540,1910,27,301,,,,1
3540,3449,675,3315,,,,1
3540,3819,70,3015,,,,1
3540,3823,10,3015,,700,1,1
3540,4497,5,,,400,1,1
3544,15,40,2153,,,,1
3544,17,240,1,,200,1,1
3544,1561,228,101,,,,1
3544,3449,500,3302,,,,1
3544,3798,3,3456,,,,1
3544,3823,20,3001,,,,1
3544,4232,36,,,700,1,1
3544,4446,50,,,700,1,1
3544,4497,4,,,,,1
3544,8606,100,1,,700,1,1
3545,1561,228,101,,,,1
3545,1910,120,301,,,,1
3545,3449,500,3302,,,,1
3545,3823,20,3001,,,,1
3545,4237,39,,,,,1
3545,4497,4,,,,,1
3546,873,150,864,,700,1,1
3546,1561,399,101,,,,1
3546,3143,15,270,,,,1
3546,3449,540,3302,,,,1
3546,4449,45,,,,,1
3546,4497,6,,,,,1
3547,1561,114,101,,,,1
3547,3459,400,,,,,1
3547,3820,75,3451,,,,1
3547,4024,200,3788,,,,1
3547,4449,40,,,,,1
3547,4497,4,,,,,1
3549,1561,228,101,,,,1
3549,1910,120,301,,,,1
3549,3449,500,3302,,,,1
3549,3823,20,3001,,,,1
3549,4232,76,,,,,1
3549,4497,4.400000095367432,,,,,1
3552,15,750,2151,,,,1
3552,269,250,2151,,,,1
3552,1549,10,,,,,1
3552,1910,60,302,,,,1
3552,3449,405,3309,,,,1
3552,3820,117,3460,,,,1
3552,4388,28,,,700,1,1
3552,4497,9,,,,,1
3553,1549,10,,,700,1,1
3553,3449,500,3309,,,,1
3553,3656,200,3709,,,,1
3553,3820,50,3456,,,,1
3553,4497,10,,,,,1
3553,4949,1000,,,,,1
3556,1549,10,,,,,1
3556,3449,400,3309,,,,1
3556,3626,150,3456,,,,1
3556,3820,117,3456,,,,1
3556,3825,20,3006,,,,1
3556,4497,8,,,,,1
3556,4949,1000,,,,,1
3557,1549,10,,,,,1
3557,1864,400,,,,,1
3557,3449,270,3309,,103,2,1
3557,3656,700,3709,,,,1
3557,3819,50,3456,,,,1
3557,4497,9,,,,,1
3557,4949,600,,,,,1
3558,1549,10,,,,,1
3558,3626,225,3456,,,,1
3558,3656,250,3709,,,,1
3558,3820,50,3456,,,,1
3558,4497,9,,,,,1
3558,4949,1000,,,,,1
3558,9437,225,3776,,700,1,1
3559,1549,10,,,,,1
3559,2730,70,432,,,,1
3559,3449,405,3309,,,,1
3559,3626,128,3456,,,,1
3559,4497,7,,,,,1
3559,4949,1000,,,,,1
3562,2721,240,,,,,1
3562,3449,540,3456,,,,1
3562,3823,10,3006,,,,1
3562,4237,39,,,,,1
3562,4262,90,,,,,1
3562,4497,9,,,,,1
3562,4949,1000,,,,,1
3563,1549,10,,,,,1
3563,2667,90,432,,,1,1
3563,3449,540,3309,,,,1
3563,3626,128,3456,,,,1
3563,3820,117,3456,,,,1
3563,4262,90,,,,,1
3563,4497,10,,,,,1
3563,4949,1000,,,,,1
3571,2721,165,,,,,1
3571,3143,35,270,,,,1
3571,3567,220,,,,,1
3571,4449,20,,,,,1
3571,4497,3,,,,,1
3571,4949,50,,,,,1
3571,8504,200,752,,700,1,1
3574,753,175,1954,,700,1,1
3574,2721,165,,,,,1
3574,3567,220,,,,,1
3574,3823,30,3006,,,,1
3574,4234,65,,,,,1
3574,4443,20,,,,,1
3574,4497,3,,,,,1
3574,4949,50,,,,,1
3576,731,200,754,,,,1
3576,2721,165,,,,,1
3576,3143,25,270,,,,1
3576,3567,220,,,,,1
3576,3663,125,3776,,,,1
3576,3716,25,,,,,1
3576,3820,65,3456,,,,1
3576,3823,30,3006,,,,1
3576,4443,20,,,300,2,1
3576,4497,3,,,700,3,1
3576,4949,50,,,,,1
3577,2721,330,,,,,1
3577,3143,25,270,,,,1
3577,3567,220,,,,,1
3577,3663,125,3751,,,,1
3577,3798,9,3456,,,,1
3577,3819,15,3006,,,,1
3577,3823,15,3006,,,,1
3577,4449,20,,,,,1
3577,4497,3,,,700,3,1
3577,4500,5,,,,,1
3577,4949,50,,,,,1
3586,3585,375,,,,,1
3586,4234,38,,,,,1
3586,4497,2,,,,,1
3587,3585,375,,,,,1
3587,4237,38,,,,,1
3587,4497,2,,,,,1
3589,490,30,,,,,1
3589,1147,45,,,,,1
3589,1564,57,,,,,1
3589,1984,90,,,,,1
3589,3143,30,,,,,1
3589,3807,794,,,,,1
3589,4443,60,,,,,1
3589,4497,4,,,,,1
3592,1561,57,101,,,,1
3592,3590,350,3006,,,,1
3592,3798,6,3460,,,,1
3592,3820,117,3460,,,,1
3592,4449,30,,,,,1
3592,4497,3,,,,,1
3593,1551,20,,,,,1
3593,1561,57,101,,,,1
3593,1910,48,301,,,,1
3593,1986,50,305,,,,1
